file,exp,excerpt,text,time,place,listening_to,environment,listener,listener_label,type,instrument,genre
recollectionsofo00ryanuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1450273729052,http://data.open.ac.uk/led/source/872a0e96507f39c7769116cfbf918fc9/excerpt/2cb59eeef6989931eafe8b7243a35c5a,"&nbsp;


In 1853, Madame Sontag came to Boston with a brilliant company, Carl Eckert being the conductor. When the Sontag party first arrived in America they had with them the fine boy violinist, Paul Jullien. I think he was about fifteen years of age at that time. He played mainly Alard and Leonard pieces, and played them very brilliantly. When the company had made a limited concert tour, attended with indifferent success, it was reorganized into an operatic enterprise and the boy violinist returned to Europe. I think his career was closed by death.
I remember distinctly Sontag in her best role, “ La Fille du Regiment” She was a most attractive picture in her vivandiire costume, with the drum hanging from her neck by a “ sling,” and as she was a good drummer she won enormous success. She was certainly a fine actress and an excellent singer.",1853-uu-uu,http://dbpedia.org/resource/Boston,http://data.open.ac.uk/led/performance/afea61052ea7e32c4a8e582ae696cde9/1450273701284,Indoor Accompanied Public,http://data.open.ac.uk/led/agent/Thomas+Ryan/1448997315048,Thomas Ryan,Performance,http://dbpedia.org/resource/Violin,
mymusicallife00haweuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1437748188744,http://data.open.ac.uk/led/source/8ba202b621b4a9c3ad3179b9ce296bde/excerpt/f79c54f7d1ab8e76eef58e5a6b960a15,"

I have drawn a deplorable scene descriptive of the hearing of music in private; let me revive a scene, fresh, doubtless, in the memory of many now living, in which the hearing of music in public probably reached its climax. I allude to the production of MENDELSSOHN'S Elijah at the Birmingham festival of 1846, upon which occasion MENDELSSOHN himself wielded the conductor's baton. 
On that memorable August morning in the year 1846 when, punctual to the minute, FELIX MENDELSSOHN stepped into the conductor's seat, and, facing the immense audience assembled in the noble Town Hall of Birmingham, was received with a storm of applause which was taken up and redoubled by the chorus and orchestra how little did that vast audience know that in little more than a year from that time the heart of the great composer would have ceased to beat! That day, we must always think, was the crowning moment of his life, and that great oratorio seems to us the culmination of his mighty musical and dramatic faculty. All those who were present declare that that first public performance was one never to be forgotten the novelty of treatment, the startling effects, the enchanting subjects, the prodigious daring of some of the situations, the heavenly melodies which have since become musical watchwards, and, above all, the presence of the composer, who sent an electric thrill through the room, and inspired chorus, band, and singers with the same lofty enthusiasm which made him so great and irresistible in achievement all this may now, alas, be remembered, but can never be reproduced. It made the hearing of the music of Elijah for the first time a perfectly typical occasion, and one whose conditions, as far as they are realisable, should never cease to be striven after. &nbsp;&nbsp;",1846-uu-uu,http://data.open.ac.uk/led/place/ffe16c973543df5b004af3c27baaab11,http://data.open.ac.uk/led/performance/33352a2059932c399d494d39648f6d31/1437748141023,Accompanied Public Indoor,http://data.open.ac.uk/led/agent/Concert+audience/1437737637011,Concert audience,Performance,http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Orchestra,http://dbpedia.org/resource/Oratorio
musicandmanners005622mbp_djvu.txt,http://data.open.ac.uk/led/lexp/1446671326563,http://data.open.ac.uk/led/source/523ef7154014c3a1cd8dcaefe61332c8/excerpt/aaf06aad384342d4b4f8e20aa8be49e8,"The early spring of 1867 was a season of patriotic&nbsp;rejoicing and feverish emotion for the Hungarian nation.&nbsp;For eighteen years Hungary had been dealt with as a&nbsp;conquered country; all the political and administrative&nbsp;institutions had been in abeyance, and the heel of oppression had not been lifted from her neck for a single hour.&nbsp;Austrian military reverses in 1866, however, compelled&nbsp;Kaiser Franz Josef to make large concessions to his&nbsp;Magyar subjects...One of the most strikingly&nbsp;manifest results of this transaction was the ""King's""&nbsp;visit to Pesth in the character of a Constitutional monarch&nbsp;— his first appearance in the Magyar capital since the&nbsp;days of his boyhood. It was my special mission to witness his reception and the fetes given publicly and&nbsp;privately in honour of the reconciliation achieved between victors and vanquished. Pepi Hellmesberger,&nbsp;with his customary intelligence, had made arrangements&nbsp;to give two concerts during the week of national elation,&nbsp;knowing full well that the capital would be thronged&nbsp;with representative Magyars, free-handed and pleasure-&nbsp;loving, their pockets full of paper currency destined to&nbsp;be squandered in recreation and revelry. I accompanied&nbsp;the ''quadrilateral of harmony"" under his command&nbsp;to Pesth, and punctually attended its first performance at the Redoute.&nbsp;",1866-Ee-uu,http://data.open.ac.uk/led/place/0b0565cb9b2c6832d072132c489cd229,http://data.open.ac.uk/led/performance/d3f2957f728ba98337511a49e54a2d1e/1447586300951,Indoor Accompanied Public,http://data.open.ac.uk/led/agent/William+Beatty-Kingston/1444079044346,William Beatty-Kingston,Performance,,http://dbpedia.org/resource/Concert_music
musicandfriends00gardgoog_djvu.txt,http://data.open.ac.uk/led/lexp/1433882028513,http://data.open.ac.uk/led/source/ca81c690f7de471ba875745f6f121fb2/excerpt/0ab0213b166fce930d8583e089e3db1c,"I had the honour of being introduced to the Noble men's Catch Club, at the Thatched House Tavern, by Temple West, Esq., who was president of the evening, and I sat next to him in the chair of the Duke of Argyle, who happened to be absent....Besides noblemen, and many other distinguished persons, there were not less than twenty professional gentlemen, eminent as vocalists...These convivial meetings commence on the opening of parliament, and continue every Tuesday, with a splendid dinner at four o'clock, immediately after which the grace, Non nobis Domine, is sung by the whole company...I ventured to choose that beautiful composition of Webb's, — "" If Love and all the world were young."" What was extraordinary, it could not be found in the index ; but, after much search, a copy was procured. Lord Clinton asked me what part I should like to sing, and I chose the bass...we began the glee, and I did my best to sustain the part. I was pretty alert, or I should have had my heels tripped up by the tasteful liberties they took in performing it. However, on its being finished, I received a slight tap of approbation from Mr. Vaughan, who whispered in my ear, "" You are a scientific performer, Sir."" More than ordinary applause followed, and I was complimented upon my choice by one or two noblemen, who said they had never heard it before.",18Ee-uu-uu,http://dbpedia.org/resource/London,http://data.open.ac.uk/led/performance/cec547ee0845ccf7266909bb2775253f/1444905537322,Accompanied Public Indoor,http://bnb.data.bl.uk/id/person/GardinerWilliam1770-1853,William  Gardiner William Gardiner,Performance,http://dbpedia.org/resource/Male_vocals,http://dbpedia.org/resource/Glee_(music)
recollectionsofo00ryanuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1449243316327,http://data.open.ac.uk/led/source/872a0e96507f39c7769116cfbf918fc9/excerpt/af562a2b2bd02758765089728be21277,"&nbsp;
&nbsp;
In his Carnaval de Ventse, he exhibited a mastery over every form of violin technics which quite reached the marvellous. His chromatic scale, played staccato from the lowest to the highest note, and down again to the lowest, in one bow,— either an up or down bow,—was a feat, a tour de force, shown us by no other virtuoso. His double trills and double harmonics were perfect. Nor was it in mere technical playing that he was great, for he played with much sentiment and feeling, and in quartette playing he showed his best quality. He was the master-player and king of all I have heard.
&nbsp;
&nbsp;",187u-uu-uu,http://dbpedia.org/resource/United_States,http://data.open.ac.uk/led/performance/1af33dbd05452827d286f767e899ff06/1461682822723,Public Accompanied Indoor,http://data.open.ac.uk/led/agent/Thomas+Ryan/1448997315048,Thomas Ryan,Performance,http://dbpedia.org/resource/Violin,http://dbpedia.org/resource/Classical_music
b22022235_0002_djvu.txt,http://data.open.ac.uk/led/lexp/1518781014746,http://data.open.ac.uk/led/source/9824a84dc8377e08007751f29edb726b/excerpt/42a55e8d24a12ef04ea55f37544d6d6e,"Convalescence. Visited the opera for the first time. Of all the stupid things in the world, a serious opera is perhaps the most stupid, and the opera of to-night [Armida] formed no exception to this observation. The theatre is, I believe, the largest in Europe, and it is certainly too large for the singers, whose voices sound like penny trumpets on Salisbury Plain.*
&nbsp;
* It ought to excite little wonder, that there are so few good singers in Italy; for she is unable, from her poverty, to retain those whom she has herself formed. […] Besides, the Italians of the present day have no taste for the higher kinds of music,—for full and grand harmonies,—or for instrumental music in general. If you talk to them of Haydn, Mozart, or Beethoven, they shrug up their shoulders, and tell you—""&nbsp;E Musica Tedesca,—non ci abbiamo gusto."" Cherubini, their only really great composer, might perhaps be cited as an exception, […] What the Italians like, is an easy flowing melody,&nbsp;unincumbered, as they would call it, with too much harmony. Whatever&nbsp;Corinne&nbsp;may say to the contrary, they seem to have little or no relish for impassioned music.&nbsp;Take an example of the taste of the times from the Opera of to-night—Armida— the composition of their favourite&nbsp;Rossini. His operas are always easy and flowing;—abounding in prettinesses and melting cadenzas, but he never reaches, nor apparently does he attempt to reach, the sustained and elevated character which distinguishes the music of Mozart. But Rossini's works ought not to be too severely criticised; for the continual demand for new music is greater than any fertility of head could supply. The Italians never like to go back;—without referring so far as their own great Corelli—Cimarosa, Paisiello, and others of equally recent date, are already become antiquated; and as Rossini is almost their only composer, he is obliged to write an opera in the interval of a few weeks, between the bringing out of the last, and its being laid on the shelf.
&nbsp;It is a sad tantalizing thing to hear music in Italy which you may wish to carry away with you; for they have no printed music!—This alone is sufficient to indicate the low state of the art. From Naples to Milan, I believe, there is no such artist as an Engraver of Music , and you never see a Music shop. You must therefore go without it, or employ a Copier, whose trade is regulated by the most approved cheating rules. He charges you according to the quantity of paper written on, and therefore takes care not to write too closely.
&nbsp;",http://reference.data.gov.uk/id/day/1818-04-02,http://dbpedia.org/resource/Naples,http://data.open.ac.uk/led/performance/916ce8d108a52e4b8486a238632d7099/1518780971590,Indoor Public Accompanied,http://data.open.ac.uk/led/agent/Henry+Matthews/1518777337226,Henry Matthews,Performance,http://dbpedia.org/resource/Human_voice,http://dbpedia.org/resource/Opera
thirtyyearsofmus00klei_djvu.txt,http://data.open.ac.uk/led/lexp/1438598938260,http://data.open.ac.uk/led/source/2aaf6962c5de1659c757f7746face493/excerpt/cb51df4e1e01d3012153f47f388c5e3f,"
This same year, by the way, witnessed the brief “Perosi craze”. How that purely artificial vogue ever came to extend beyond the walls of the Italian churches no one knows. At least it should have stopped short at Paris, which was as far as the youthful abbe himself contrived to get on his road to London. But for a time the “craze"" raged in England with the virulence of an epidemic, and many sane musicians persuaded themselves that the new oratorio composer was a genius of the first magnitude. His “Transfiguration"", his “Raising of Lazarus,"" and his “Resurrection of Christ"" were all performed at the London Musical Festival which Robert Newman started at Queen's Hall in May; while his “Passion of Christ"" was given at the Norwich Festival in the autumn. In each instance, however, there was felt a keen sense of disappointment. At best Perosi's works could appeal only to the ear amid ecclesiastical surroundings, and even there their woeful lack of originality was bound to irritate the critical listener.",1899-uu-uu,http://dbpedia.org/resource/Queen's_Hall,http://data.open.ac.uk/led/performance/f9e5766bfe97a3135aaadc1f2c083ad7/1438598912609,Public Accompanied Indoor,http://data.open.ac.uk/led/person/Hermann+Klein/1438157240872,Hermann Klein,Performance,http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Orchestra,http://dbpedia.org/resource/Oratorio
musicallettersf00unkngoog_djvu.txt,http://data.open.ac.uk/led/lexp/1448368573498,http://data.open.ac.uk/led/source/d056a211aabb93931825903e00af4612/excerpt/8ad83c44ee0ef2404d646adab5409705,"The best choir-singing, (Roman Catholic,) without accompaniment, we have heard, was at Munich[.]",1852-Mm-uu,http://data.open.ac.uk/led/place/fa7b37e2e0ac92d762e34c08c4bef8ca,http://data.open.ac.uk/led/performance/ba2613937d73377d41b457aec334394a/1448368571492,,http://musicbrainz.org/artist/f422b99a-b48c-4bee-bc0c-f2e8cad82b6c#_,Dr. Lowell Mason Lowell Mason,Performance,http://dbpedia.org/resource/Choir,
musicandmanners005622mbp_djvu.txt,http://data.open.ac.uk/led/lexp/1451667578547,http://data.open.ac.uk/led/source/523ef7154014c3a1cd8dcaefe61332c8/excerpt/beb070ee296f0e0bf2bc609600a40bfb,"I have heard him [Anton Rubinstein] transpose one of the most heart-breaking fugues (heart-breaking, of course, only from&nbsp;a mechanical point of view) of the ""forty-eight"" from a&nbsp;flat key into a sharp key, the latter not even being one&nbsp;of his own selection, but chosen by a fellow-pianist whom&nbsp;I shrewdly suspected at the time to be guilty of intending to set Rubinstein an impossible task. He played&nbsp;the fugue in question— which I had only too good&nbsp;reason to know by heart — without missing a note or&nbsp;omitting an emphasis. When it was over, I noticed that&nbsp;the perspiration was standing out in great beads upon&nbsp;his massive forehead, from which unwonted symptom of&nbsp;fatigue I drew the inference that he had put a heavy&nbsp;strain upon his powers. But that he had performed this astonishing feat at unforseen request and without&nbsp;a minutes hesitation.&nbsp;
&nbsp;",1868-uu-uu,,http://data.open.ac.uk/led/performance/e8d1b6ce42132cf751a858b7e1e9a4f0/1451667571723,Accompanied Domestic Indoor,http://data.open.ac.uk/led/agent/William+Beatty-Kingston/1444079044346,William Beatty-Kingston,Performance,http://dbpedia.org/resource/Piano,
recollectionsofo00ryanuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1450351323826,http://data.open.ac.uk/led/source/872a0e96507f39c7769116cfbf918fc9/excerpt/8ad6338b5be0ab79b386c25dc0d98812,"Printers have played some funny tricks with our programmes at times. It is a dangerous thing not to see a “proof"" before printing, but often the programme has to be “ rushed,” and there is no opportunity. One of our violinists was to play a solo on the old French air, “ Je suis le petit tambour."" When the concert was over, my attention was called to this number on the programme, which read, to my horror, “ Jesus le petit tambour.""
At another time, Mr. Schultze was playing nightly the old caprice by Miska Hauser, entitled, The Bird in the Tree. Writing the programme one day in the office of the printer, I incautiously wrote, “ Bird business, Mr. Schultze,” supposing that they would print the full title as usual. The programmes were printed without giving me a chance to read the proof. When we came to that special number, we noticed a peculiar buzz and fun- enjoying condition among our auditors. When the concert was over, we inquired the cause, and a friend replied, handing us a programme, “ We wanted to know when Mr. Schultze was to begin his ‘ bird business.’ ” It was a funny way to learn a useful lesson.",180u-Ll-uu,http://dbpedia.org/resource/North_America,http://data.open.ac.uk/led/performance/892fb8aeff182d7165097aef03c30308/1450351290977,Accompanied Public,http://data.open.ac.uk/led/agent/Unknown+listeners/1450350588133 http://data.open.ac.uk/led/agent/Thomas+Ryan/1448997315048,Unknown listeners Thomas Ryan,Performance,http://dbpedia.org/resource/Chamber_orchestra,http://dbpedia.org/resource/Light_music
